IPO Date,Symbol,Company Name,IPO Price,Current,Return
"Feb 4, 2021",ACII,Atlas Crest Investment Corp. II,$10.00,$9.73,-2.70%
"Feb 4, 2021",LABP,"Landos Biopharma, Inc.",$16.00,$2.85,-82.22%
"Feb 4, 2021",SANA,"Sana Biotechnology, Inc.",$25.00,$7.64,-69.44%
"Feb 4, 2021",NXU,Novus Capital Corporation II,$10.00,$9.99,-0.10%
"Feb 4, 2021",DCRN,Decarbonization Plus Acquisition Corporation II,$10.00,$9.33,-6.70%
"Feb 4, 2021",ATC,Atotech Limited,$17.00,$24.24,42.59%
"Feb 4, 2021",ASAX,Astrea Acquisition Corp.,$10.00,$9.97,-0.30%
"Feb 4, 2021",ITQ,Itiquira Acquisition Corp.,$10.00,$9.69,-3.10%
"Feb 3, 2021",GHAC,Gaming &amp; Hospitality Acquisition Corp.,$10.00,$9.71,-2.90%
"Feb 3, 2021",PRPC,CC Neuberger Principal Holdings III,$10.00,$9.77,-2.30%
"Feb 3, 2021",TIXT,"TELUS International, Inc.",$25.00,$26.55,6.20%
"Feb 3, 2021",KRNL,"Kernel Group Holdings, Inc.",$10.00,$9.70,-3.00%
"Feb 3, 2021",TMAC,The Music Acquisition Corporation,$10.00,$9.73,-2.70%
"Feb 3, 2021",ONTF,"ON24, Inc.",$50.00,$15.40,-69.20%
"Feb 2, 2021",MDH,MDH Acquisition Corp.,$10.00,$9.79,-2.10%
"Feb 2, 2021",THMA,Thimble Point Acquisition Corp.,$10.00,$9.30,-7.00%
"Feb 2, 2021",NRAC,Noble Rock Acquisition Corporation,$10.00,$9.71,-2.90%
"Feb 2, 2021",AAC,Ares Acquisition Corporation,$10.00,$9.76,-2.40%
"Feb 2, 2021",JWSM,Jaws Mustang Acquisition Corporation,$10.00,$9.76,-2.40%
"Jan 29, 2021",CFV,CF Acquisition Corp. V,$10.00,$8.65,-13.50%
"Jan 29, 2021",BLUA,BlueRiver Acquisition Corp.,$10.00,$9.74,-2.60%
"Jan 29, 2021",MIT,"Mason Industrial Technology, Inc.",$10.00,$9.73,-2.70%
"Jan 29, 2021",ZWRK,Z-Work Acquisition Corp.,$10.00,$9.74,-2.60%
"Jan 29, 2021",BCAC,Brookline Capital Acquisition Corp.,$10.00,$10.01,0.10%
"Jan 29, 2021",TRIN,"Trinity Capital, Inc.",$14.00,$17.56,25.43%
"Jan 29, 2021",HMPT,"Home Point Capital, Inc.",$13.00,$3.92,-69.85%
"Jan 29, 2021",GCAC,Growth Capital Acquisition Corp.,$10.00,$9.97,-0.30%
"Jan 29, 2021",EQHA,EQ Health Acquisition Corp.,$10.00,$9.70,-3.00%
"Jan 29, 2021",CLRM,Clarim Acquisition Corp.,$10.00,$9.73,-2.70%
"Jan 29, 2021",NLSP,NLS Pharmaceutics Ltd.,$4.15,$0.84,-79.85%
"Jan 28, 2021",IGNY,Ignyte Acquisition Corp.,$10.00,$9.77,-2.30%
"Jan 28, 2021",ITHX,ITHAX Acquisition Corp.,$10.00,$9.84,-1.60%
"Jan 28, 2021",VINP,Vinci Partners Investments Ltd.,$18.00,$12.47,-30.72%
"Jan 28, 2021",TLGA,TLG Acquisition One Corp.,$10.00,$9.72,-2.80%
"Jan 28, 2021",AGFY,Agrify Corporation,$10.00,$6.57,-34.30%
"Jan 28, 2021",ZIM,ZIM Integrated Shipping Services Ltd.,$15.00,$68.70,358.00%
"Jan 28, 2021",XM,"Qualtrics International, Inc.",$30.00,$28.64,-4.53%
"Jan 28, 2021",OCDX,Ortho Clinical Diagnostics Holdings plc,$17.00,$17.30,1.76%
"Jan 27, 2021",CAHC,CA Healthcare Acquisition Corp.,$10.00,$9.94,9.94%
"Jan 27, 2021",CLIM,Climate Real Impact Solutions II Acquisition Corporation,$10.00,$9.77,-2.30%
"Jan 27, 2021",TIRX,Tian Ruixiang Holdings Ltd.,$4.00,$1.25,-68.75%
"Jan 27, 2021",HCAQ,HealthCor Catalio Acquisition Corp.,$10.00,$10.92,9.20%
"Jan 27, 2021",CSTA,Constellation Acquisition Corp. I,$10.00,$9.73,-2.70%
"Jan 27, 2021",FSSI,Fortistar Sustainable Solutions Corp.,$10.00,$9.75,-2.50%
"Jan 27, 2021",SHLS,"Shoals Technologies Group, Inc.",$25.00,$15.47,-38.12%
"Jan 26, 2021",BTNB,Bridgetown 2 Holdings Limited,$10.00,$9.90,-1.00%
"Jan 26, 2021",BIOT,Biotech Acquisition Company,$10.00,$9.87,-1.35%
"Jan 26, 2021",DHHC,DiamondHead Holdings Corp.,$10.00,$9.73,-2.70%
"Jan 26, 2021",NSTB,Northern Star Investment Corp. II,$10.00,$9.73,-2.70%
"Jan 26, 2021",SSAA,Science Strategic Acquisition Corp. Alpha,$10.00,$9.74,-2.60%
"Jan 26, 2021",LMAO,"LMF Acquisition Opportunities, Inc.",$10.00,$10.04,0.40%
"Jan 26, 2021",DNZ,D &amp; Z Media Acquisition Corp.,$10.00,$9.71,-2.90%
"Jan 26, 2021",EZGO,EZGO Technologies Ltd.,$4.00,$1.05,-73.75%
"Jan 26, 2021",HCII,Hudson Executive Investment Corp. II,$10.00,$9.70,-3.00%
"Jan 22, 2021",PAX,Patria Investments Limited,$17.00,$16.73,-1.59%
"Jan 22, 2021",LMACA,Liberty Media Acquisition Corporation,$10.00,$10.09,0.90%
"Jan 22, 2021",RLX,"RLX Technology, Inc.",$12.00,$3.05,-74.58%
"Jan 22, 2021",NAAC,North Atlantic Acquisition Corporation,$10.00,$9.84,-1.60%
"Jan 22, 2021",VOSO,Virtuoso Acquisition Corp.,$10.00,$14.51,14.51%
"Jan 22, 2021",HUDI,"Huadi International Group Co., Ltd.",$8.00,$20.18,152.25%
"Jan 22, 2021",JCIC,Jack Creek Investment Corp.,$10.00,$9.71,-2.90%
"Jan 22, 2021",MNTK,"Montauk Renewables, Inc.",$8.50,$10.38,22.12%
"Jan 22, 2021",SHAC,SCP &amp; CO Healthcare Acquisition Company,$10.00,$9.71,-2.90%
"Jan 22, 2021",OEPW,One Equity Partners Open Water I Corp.,$10.00,$9.71,-2.90%
"Jan 22, 2021",EUSG,European Sustainable Growth Acquisition Corp.,$10.00,$9.77,-2.30%
"Jan 22, 2021",PV,Primavera Capital Acquisition Corporation,$10.00,$9.75,-2.50%
"Jan 21, 2021",DFH,"Dream Finders Homes, Inc.",$13.00,$17.66,35.85%
"Jan 21, 2021",MYTE,MYT Netherlands Parent B.V.,$26.00,$14.47,-44.35%
"Jan 20, 2021",LEGO,Legato Merger Corp.,$10.00,$11.25,11.25%
"Jan 20, 2021",OSTR,Oyster Enterprises Acquisition Corp.,$10.00,$9.71,-2.90%
"Jan 20, 2021",FOXW,FoxWayne Enterprises Acquisition Corp.,$10.00,$9.97,-0.30%
"Jan 20, 2021",TZPS,TZP Strategies Acquisition Corp.,$10.00,$9.72,-2.80%
"Jan 20, 2021",GMII,"Gores Metropoulos II, Inc.",$10.00,$8.37,-16.30%
"Jan 20, 2021",GMBT,Queen's Gambit Growth Capital,$10.00,$9.88,-1.20%
"Jan 15, 2021",CLAS,Class Acceleration Corp.,$10.00,$9.73,-2.70%
"Jan 15, 2021",ROT,Rotor Acquisition Corp.,$10.00,$10.05,10.05%
"Jan 15, 2021",HCCC,Healthcare Capital Corp.,$10.00,$9.97,-0.30%
"Jan 15, 2021",ADER,26 Capital Acquisition Corp.,$10.00,$9.89,-1.15%
"Jan 15, 2021",OCAX,OCA Acquisition Corp.,$10.00,$9.99,-0.10%
"Jan 15, 2021",EAC,Edify Acquisition Corp.,$10.00,$9.74,-2.60%
"Jan 15, 2021",AEAC,Authentic Equity Acquisition Corp.,$10.00,$9.73,-2.70%
"Jan 15, 2021",TBA,Thoma Bravo Advantage,$10.00,-,-
"Jan 15, 2021",HCIC,Hennessy Capital Investment Corp. V,$10.00,$9.76,-2.40%
"Jan 15, 2021",PLTK,Playtika Holding Corp.,$27.00,$15.54,-42.44%
"Jan 15, 2021",GNAC,Group Nine Acquisition Corp.,$10.00,$9.78,-2.20%
"Jan 15, 2021",DRVN,Driven Brands Holdings Inc.,$22.00,$27.83,26.50%
"Jan 14, 2021",ENVI,Environmental Impact Acquisition Corp.,$10.00,$8.82,-11.80%
"Jan 14, 2021",POSH,"Poshmark, Inc.",$42.00,$14.29,-65.98%
"Jan 14, 2021",SLCR,Silver Crest Acquisition Corporation,$10.00,$9.77,-2.30%
"Jan 14, 2021",MON,Monument Circle Acquisition Corp.,$10.00,$9.73,-2.70%
"Jan 14, 2021",WOOF,"Petco Health And Wellness Company, Inc.",$18.00,$18.09,0.50%
"Jan 13, 2021",HLAH,"Hamilton Lane Alliance Holdings I, Inc.",$10.00,$9.74,-2.60%
"Jan 13, 2021",MSGM,"Motorsport Games, Inc.",$20.00,$3.48,-82.60%
"Jan 13, 2021",PNTM,Pontem Corporation,$10.00,$9.75,-2.50%
"Jan 13, 2021",DLCA,Deep Lake Capital Acquisition Corp.,$10.00,$9.73,-2.70%
"Jan 13, 2021",FINM,Marlin Technology Corporation,$10.00,$9.72,-2.80%
"Jan 13, 2021",NGAB,Northern Genesis Acquisition Corp. II,$10.00,$9.93,9.93%
"Jan 13, 2021",FCAX,Fortress Capital Acquisition Corp,$10.00,$9.77,-2.30%
"Jan 13, 2021",AFRM,"Affirm Holdings, Inc.",$49.00,$57.49,17.33%
"Jan 12, 2021",ENFA,"890 5th Avenue Partners, Inc.",$10.00,$9.62,-3.80%
"Jan 12, 2021",GPAC,Global Partner Acquisition Corp. II,$10.00,$9.76,-2.40%
"Jan 12, 2021",BCYP,Big Cypress Acquisition Corp.,$10.00,$8.44,8.44%
"Jan 12, 2021",SWET,Athlon Acquisition Corp.,$10.00,$9.72,-2.80%
"Jan 12, 2021",ADEX,Adit EdTech Acquisition Corp.,$10.00,$9.90,-1.00%
"Jan 12, 2021",KUKE,Kuke Music Holding Limited,$10.00,$3.98,-60.20%
"Jan 12, 2021",QLI,Qilian International Holding Group Limited,$5.00,$2.14,-57.20%
"Jan 11, 2021",LJAQ,LightJump Acquisition Corporation,$10.00,$9.86,-1.40%
"Jan 8, 2021",PAQC,Provident Acquisition Corp.,$10.00,$9.74,-2.60%
"Jan 8, 2021",LWAC,Locust Walk Acquisition Corp.,$10.00,$16.98,16.98%
"Jan 8, 2021",CGEM,"Cullinan Oncology, Inc.",$21.00,$12.80,-39.05%
"Jan 8, 2021",GRCL,"Gracell Biotechnologies, Inc.",$19.00,$2.90,-84.74%
"Jan 8, 2021",POW,Powered Brands,$10.00,$9.75,-2.50%
"Jan 8, 2021",TMKR,Tastemaker Acquisition Corp.,$10.00,$9.83,-1.70%
"Jan 8, 2021",KLAQ,KL Acquisition Corp.,$10.00,$9.74,-2.65%
"Jan 8, 2021",MCAD,Mountain Crest Acquisition Corp. II,$10.00,$10.43,10.43%
"Jan 8, 2021",PRSR,Prospector Capital Corp.,$10.00,$9.75,-2.50%
"Jan 8, 2021",EPHY,Epiphany Technology Acquisition Corp.,$10.00,$9.73,-2.70%
"Jan 8, 2021",SVFA,SVF Investment Corp.,$10.00,$9.77,-2.35%
"Jan 8, 2021",SWBK,Switchback II Corporation,$10.00,$9.35,9.35%
"Jan 8, 2021",PACX,Pioneer Merger Corp.,$10.00,$9.77,-2.30%
"Jan 8, 2021",LHC,Leo Holdings Corp. II,$10.00,$9.74,-2.60%
"Jan 8, 2021",GSAQ,Global Synergy Acquisition Corp.,$10.00,$9.88,-1.20%
"Jan 8, 2021",EPWR,Empowerment &amp; Inclusion Capital I Corp.,$10.00,$9.76,-2.40%
"Jan 7, 2021",VTIQ,VectoIQ Acquisition Corp. II,$10.00,$9.75,-2.50%
"Jan 7, 2021",IVAN,Ivanhoe Capital Acquisition Corp.,$10.00,$7.68,-23.20%
"Jan 7, 2021",BLTS,Bright Lights Acquisition Corp.,$10.00,$9.90,-1.00%
"Jan 7, 2021",OMEG,Omega Alpha SPAC,$10.00,$9.73,-2.70%
"Jan 7, 2021",INKA,KludeIn I Acquisition Corp.,$10.00,$9.89,-1.10%
"Jan 7, 2021",AGCB,Altimeter Growth Corp. 2,$10.00,$9.77,-2.30%
"Jan 7, 2021",VCKA,Vickers Vantage Corp. I,$10.00,$10.12,1.20%
"Jan 6, 2021",AKIC,Sports Ventures Acquisition Corp.,$10.00,$9.83,-1.70%
"Jan 6, 2021",KAIR,Kairos Acquisition Corp.,$10.00,$9.74,-2.60%
"Jan 6, 2021",STPC,Star Peak Corp. II,$10.00,$9.87,9.87%
"Jan 6, 2021",PPGH,Poema Global Holdings Corp.,$10.00,$9.91,-0.90%
"Jan 5, 2021",BENE,Benessere Capital Acquisition Corp.,$10.00,$10.20,2.00%
"Jan 5, 2021",CRU,Crucible Acquisition Corporation,$10.00,$9.73,-2.70%
"Jan 5, 2021",FVT,Fortress Value Acquisition Corp. III,$10.00,$9.80,-2.00%
